channel_id,direction,direction2,entry_points,entry_type,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,BUY,BUY,"[0.624, 0.62]",limit,9794,"AUDUSD BUY limit from 0.624 and BUY limit from 0.620
Tp1 @ 0.629 1
Tp2 @ 0.635 2
Tp3 @ 0.641 3
Tp4 @ 0.647 4
Sl    @ 0.614 ",0.614,AUDUSD,2025-05-11T20:34:19+00:00,0.629,0.635,0.641,0.647
-1001552516320,BUY,BUY,"[0.575, 0.569]",limit,9793,"CADCHF BUY limit from 0.575 and BUY limit from 0.569
Tp1 @ 0.580 1
Tp2 @ 0.586 2
Tp3 @ 0.592 3
Tp4 @ 0.598 4
Sl    @ 0.563 ",0.563,CADCHF,2025-05-11T20:34:19+00:00,0.58,0.586,0.592,0.598
-1001552516320,SELL,SELL,"[105.1, 105.7]",limit,9792,"CADJPY SELL limit from 105.1 and SELL limit from 105.7
Tp1 @ 104.6 1
Tp2 @ 104.0 2
Tp3 @ 103.4 3
Tp4 @ 102.8 0
Sl    @ 106.6 ",106.6,CADJPY,2025-05-11T20:34:18+00:00,104.6,104.0,103.4,102.8
-1001552516320,BUY,BUY,"[102.3, 101.7]",limit,9791,"CADJPY BUY limit from 102.3 and BUY limit from 101.7
Tp1 @ 102.8 1
Tp2 @ 103.4 2
Tp3 @ 104.0 3
Tp4 @ 104.6 4
Sl    @ 101.1 ",101.1,CADJPY,2025-05-11T20:34:18+00:00,102.8,103.4,104.0,104.6
-1001552516320,SELL,SELL,"[175.8, 176.4]",limit,9790,"CHFJPY SELL limit from 175.8 and SELL limit from 176.4
Tp1 @ 175.3 1
Tp2 @ 174.7 2
Tp3 @ 174.1 3
Tp4 @ 173.5 0
Sl    @ 177.0 ",177.0,CHFJPY,2025-05-11T20:34:18+00:00,175.3,174.7,174.1,173.5
-1001552516320,BUY,BUY,"[1.558, 1.552]",limit,9789,"EURCHF BUY limit from 1.558 and BUY limit from 1.552
Tp1 @ 1.563 1
Tp2 @ 1.569 2
Tp3 @ 1.575 3
Tp4 @ 1.581 4
Sl    @ 1.546 ",1.546,EURCHF,2025-05-11T20:34:18+00:00,1.563,1.569,1.575,1.581
-1001552516320,SELL,SELL,"[0.956, 0.962]",limit,9788,"EURCHF SELL limit from 0.956 and SELL limit from 0.962
Tp1 @ 0.951 1
Tp2 @ 0.945 2
Tp3 @ 0.939 3
Tp4 @ 0.933 0
Sl    @ 0.968 ",0.968,EURCHF,2025-05-11T20:34:18+00:00,0.951,0.945,0.939,0.933
-1001552516320,BUY,BUY,"[0.839, 0.833]",limit,9787,"EURGBP BUY limit from 0.839 and BUY limit from 0.833
Tp1 @ 0.844 1
Tp2 @ 0.850 2
Tp3 @ 0.856 3
Tp4 @ 0.862 4
Sl    @ 0.827 ",0.827,EURGBP,2025-05-11T20:34:18+00:00,0.844,0.85,0.856,0.862
-1001552516320,SELL,SELL,"[0.866, 0.872]",limit,9786,"EURGBP SELL limit from 0.866 and SELL limit from 0.872
Tp1 @ 0.860 1
Tp2 @ 0.854 2
Tp3 @ 0.848 3
Tp4 @ 0.842 0
Sl    @ 0.878 ",0.878,EURGBP,2025-05-11T20:34:18+00:00,0.86,0.854,0.848,0.842
-1001552516320,BUY,BUY,"[1.89, 1.884]",limit,9785,"EURNZD BUY limit from 1.890 and BUY limit from 1.884
Tp1 @ 1.895 1
Tp2 @ 1.901 2
Tp3 @ 1.907 3
Tp4 @ 1.913 4
Sl    @ 1.878 ",1.878,EURNZD,2025-05-11T20:34:18+00:00,1.895,1.901,1.907,1.913
-1001552516320,BUY,BUY,"[2.068, 2.062]",limit,9784,"GNPAUD BUY limit from 2.068 and BUY limit from 2.062
Tp1 @ 2.073 1
Tp2 @ 2.079 2
Tp3 @ 2.085 3
Tp4 @ 2.091 4
Sl    @ 2.056 ",2.056,GNPAUD,2025-05-11T20:34:18+00:00,2.073,2.079,2.085,2.091
-1001552516320,BUY,BUY,"[1.846, 1.84]",limit,9783,"GBPJPY BUY limit from 1.846 and BUY limit from 1.840
Tp1 @ 1.851 1
Tp2 @ 1.857 2
Tp3 @ 1.863 3
Tp4 @ 1.869 4
Sl    @ 1.834 ",1.834,GBPJPY,2025-05-11T20:34:18+00:00,1.851,1.857,1.863,1.869
-1001552516320,SELL,SELL,"[1.117, 1.123]",limit,9782,"GBPCHF SELL limit from 1.117 and SELL limit from 1.123
Tp1 @ 1.112 1
Tp2 @ 1.106 2
Tp3 @ 1.100 3
Tp4 @ 1.094 0
Sl    @ 1.129 ",1.129,GBPCHF,2025-05-11T20:34:18+00:00,1.112,1.106,1.1,1.094
-1001552516320,BUY,BUY,"[1.087, 1.081]",limit,9781,"GBPCHF BUY limit from 1.087 and BUY limit from 1.081
Tp1 @ 1.092 1
Tp2 @ 1.098 2
Tp3 @ 1.104 3
Tp4 @ 1.110 4
Sl    @ 1.075 ",1.075,GBPCHF,2025-05-11T20:34:18+00:00,1.092,1.098,1.104,1.11
-1001552516320,BUY,,['market'],market,9780,"GBPUSD BUY NOW and BUY limit from 1.324
Tp1 @ 1.335 1
Tp2 @ 1.341 2
Tp3 @ 1.347 3
Tp4 @ 1.353 4
Sl    @ 1.318 ",1.318,GBPUSD,2025-05-11T20:34:17+00:00,1.335,1.341,1.347,1.353
-1001552516320,SELL,SELL,"[0.836, 0.842]",limit,9779,"NZDCAD SELL limit from 0.836 and SELL limit from 0.842
Tp1 @ 0.831 1
Tp2 @ 0.825 2
Tp3 @ 0.819 3
Tp4 @ 0.813 0
Sl    @ 0.848 ",0.848,NZDCAD,2025-05-11T20:34:17+00:00,0.831,0.825,0.819,0.813
-1001552516320,BUY,BUY,"[0.811, 0.805]",limit,9778,"NZDCAD BUY limit from 0.811 and BUY limit from 0.805
Tp1 @ 0.816 1
Tp2 @ 0.822 2
Tp3 @ 0.828 3
Tp4 @ 0.834 4
Sl    @ 0.800 ",0.8,NZDCAD,2025-05-11T20:34:17+00:00,0.816,0.822,0.828,0.834
-1001552516320,SELL,SELL,"[0.503, 0.509]",limit,9777,"NZDCHF SELL limit from 0.503 and SELL limit from 0.509
Tp1 @ 0.498 1
Tp2 @ 0.492 2
Tp3 @ 0.486 3
Tp4 @ 0.480 0
Sl    @ 0.515 ",0.515,NZDCHF,2025-05-11T20:34:17+00:00,0.498,0.492,0.486,0.48
-1001552516320,SELL,SELL,"[86.6, 87.2]",limit,9776,"NZDJPY SELL limit from 86.6 and SELL limit from 87.2
Tp1 @ 86.1 1
Tp2 @ 85.5 2
Tp3 @ 84.9 3
Tp4 @ 84.3 0
Sl    @ 87.8 ",87.8,NZDJPY,2025-05-11T20:34:17+00:00,86.1,85.5,84.9,84.3
-1001552516320,BUY,BUY,"[83.9, 83.3]",limit,9775,"NZDJPY BUY limit from 83.9 and BUY limit from 83.3
Tp1 @ 84.4 1
Tp2 @ 85.0 2
Tp3 @ 85.6 3
Tp4 @ 86.2 4
Sl    @ 82.7 ",82.7,NZDJPY,2025-05-11T20:34:17+00:00,84.4,85.0,85.6,86.2
-1001552516320,BUY,BUY,"[0.575, 0.569]",limit,9774,"NZDUSD BUY limit from 0.575 and BUY limit from 0.569
Tp1 @ 0.580 1
Tp2 @ 0.586 2
Tp3 @ 0.592 3
Tp4 @ 0.598 4
Sl    @ 0.563 ",0.563,NZDUSD,2025-05-11T20:34:17+00:00,0.58,0.586,0.592,0.598
-1001552516320,SELL,SELL,"[1.4, 1.406]",limit,9773,"USDCAD SELL limit from 1.400 and SELL limit from 1.406
Tp1 @ 1.395 1
Tp2 @ 1.389 2
Tp3 @ 1.383 3
Tp4 @ 1.377 0
Sl    @ 1.412 ",1.412,USDCAD,2025-05-11T20:34:17+00:00,1.395,1.389,1.383,1.377
-1001552516320,BUY,BUY,"[144.0, 143.6]",limit,9772,"USDJPY BUY limit from 144
2 and BUY limit from 143.6
Tp1 @ 144.7 1
Tp2 @ 145.3 2
Tp3 @ 145.9 3
Tp4 @ 146.5 4
Sl    @ 143.0 ",143.0,USDJPY,2025-05-11T20:34:17+00:00,144.7,145.3,145.9,146.5
-1001552516320,SELL,SELL,"[147.6, 148.2]",limit,9771,"USDJPY SELL limit from 147.6 and SELL limit from 148.2
Tp1 @ 147.1 1
Tp2 @ 146.5 2
Tp3 @ 145.9 3
Tp4 @ 145.3 0
Sl    @ 148.8 ",148.8,USDJPY,2025-05-11T20:34:17+00:00,147.1,146.5,145.9,145.3
-1001552516320,SELL,SELL,"[0.836, 0.842]",limit,9770,"USDCHF SELL limit from 0.836 and SELL limit from 0.842
Tp1 @ 0.831 1
Tp2 @ 0.825 2
Tp3 @ 0.819 3
Tp4 @ 0.813 0
Sl    @ 0.848 ",0.848,USDCHF,2025-05-11T20:34:17+00:00,0.831,0.825,0.819,0.813
-1001552516320,BUY,BUY,"[0.811, 0.805]",limit,9769,"USDCHF BUY limit from 0.811 and BUY limit from 0.805
Tp1 @ 0.816 1
Tp2 @ 0.822 2
Tp3 @ 0.828 3
Tp4 @ 0.834 4
Sl    @ 0.799 ",0.799,USDCHF,2025-05-11T20:34:17+00:00,0.816,0.822,0.828,0.834
