channel_id,direction,direction2,entry_points,entry_type,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,SELL,SELL,"[0.875, 0.881]",limit,9612,"EURGBP SELL limit from 0.875 and SELL limit from 0.881
Tp1 @ 0.870 1
Tp2 @ 0.864 2
Tp3 @ 0.858 3
Tp4 @ 0.852 0
Sl    @ 0.886 ",0.886,EURGBP,2025-04-20T20:32:45+00:00,0.87,0.864,0.858,0.852
-1001552516320,BUY,BUY,"[0.848, 0.842]",limit,9611,"EURGBP BUY limit from 0.848 and BUY limit from 0.842
Tp1 @ 0.853 1
Tp2 @ 0.859 2
Tp3 @ 0.865 3
Tp4 @ 0.871 4
Sl    @ 0.836 ",0.836,EURGBP,2025-04-20T20:32:45+00:00,0.853,0.859,0.865,0.871
-1001552516320,BUY,BUY,"[161.0, 160.4]",limit,9610,"EURJPY BUY limit from 161.0 and BUY limit from 160.4
Tp1 @ 161.5 1
Tp2 @ 162.1 2
Tp3 @ 162.7 3
Tp4 @ 163.3 4
Sl    @ 159.8 ",159.8,EURJPY,2025-04-20T20:32:45+00:00,161.5,162.1,162.7,163.3
-1001552516320,BUY,BUY,"[0.908, 0.902]",limit,9609,"EURCHF BUY limit from 0.908 and BUY limit from 0.902
Tp1 @ 0.913 1
Tp2 @ 0.919 2
Tp3 @ 0.925 3
Tp4 @ 0.931 4
Sl    @ 0.896 ",0.896,EURCHF,2025-04-20T20:32:45+00:00,0.913,0.919,0.925,0.931
-1001552516320,SELL,SELL,"[0.935, 0.941]",limit,9608,"EURCHF SELL limit from 0.935 and SELL limit from 0.941
Tp1 @ 0.930 1
Tp2 @ 0.924 2
Tp3 @ 0.918 3
Tp4 @ 0.912 0
Sl    @ 0.947 ",0.947,EURCHF,2025-04-20T20:32:45+00:00,0.93,0.924,0.918,0.912
-1001552516320,BUY,BUY,"[1.57, 1.564]",limit,9607,"EURCAD BUY limit from 1.570 and BUY limit from 1.564
Tp1 @ 1.575 1
Tp2 @ 1.581 2
Tp3 @ 1.587 3
Tp4 @ 1.593 4
Sl    @ 1.558 ",1.558,EURCAD,2025-04-20T20:32:45+00:00,1.575,1.581,1.587,1.593
-1001552516320,BUY,BUY,"[1.775, 1.769]",limit,9606,"EURAUD BUY limit from 1.775 and BUY limit from 1.769
Tp1 @ 1.780 1
Tp2 @ 1.786 2
Tp3 @ 1.792 3
Tp4 @ 1.798 4
Sl    @ 1.763 ",1.763,EURAUD,2025-04-20T20:32:45+00:00,1.78,1.786,1.792,1.798
-1001552516320,BUY,BUY,"[173.3, 172.7]",limit,9605,"CHFJPY BUY limit from 173.3 and BUY limit from 172.7
Tp1 @ 173.8 1
Tp2 @ 174.4 2
Tp3 @ 175.0 3
Tp4 @ 175.6 4
Sl    @ 172.1 ",172.1,CHFJPY,2025-04-20T20:32:45+00:00,173.8,174.4,175.0,175.6
-1001552516320,SELL,SELL,"[0.604, 0.61]",limit,9604,"CADCHF SELL limit from 0.604 and SELL limit from 0.610
Tp1 @ 0.599 1
Tp2 @ 0.593 2
Tp3 @ 0.587 3
Tp4 @ 0.581 0
Sl    @ 0.616 ",0.616,CADCHF,2025-04-20T20:32:45+00:00,0.599,0.593,0.587,0.581
-1001552516320,BUY,BUY,"[0.583, 0.577]",limit,9603,"CADCHF BUY limit from 0.583 and BUY limit from 0.577
Tp1 @ 0.588 1
Tp2 @ 0.594 2
Tp3 @ 0.600 3
Tp4 @ 0.606 4
Sl    @ 0.571 ",0.571,CADCHF,2025-04-20T20:32:45+00:00,0.588,0.594,0.6,0.606
-1001552516320,SELL,SELL,"[0.655, 0.661]",limit,9602,"AUDUSD SELL limit from 0.655 and SELL limit from 0.661
Tp1 @ 0.650 1
Tp2 @ 0.644 2
Tp3 @ 0.638 3
Tp4 @ 0.632 0
Sl    @ 0.667 ",0.667,AUDUSD,2025-04-20T20:32:45+00:00,0.65,0.644,0.638,0.632
