channel_id,direction,direction2,entry_points,entry_type,message_id,raw_message,stop_loss,symbol,timestamp,tp1,tp2,tp3,tp4
-1001552516320,BUY,BUY,"[41000.0, 40800.0]",limit,9750,"US30 BUY limit from 41000 and BUY limit from 40800
Tp1 @ 41200 1
Tp2 @ 41500 2
Tp3 @ 41800 3
Tp4 @ 42100 4
Sl    @ 40600 ",40600.0,US30,2025-05-04T20:33:27+00:00,41200.0,41500.0,41800.0,42100.0
-1001552516320,SELL,SELL,"[42200.0, 42400.0]",limit,9749,"US30 SELL limit from 42200 and SELL limit from 42400
Tp1 @ 42000 1
Tp2 @ 41700 2
Tp3 @ 41400 3
Tp4 @ 41100 0
Sl    @ 42600 ",42600.0,US30,2025-05-04T20:33:27+00:00,42000.0,41700.0,41400.0,41100.0
-1001552516320,SELL,,['market'],market,9748,"GOLD SELL Now and SELL limit from 3250
Tp1 @ 3230 1
Tp2 @ 3220 2
Tp3 @ 3210 3
Tp4 @ 3200 0
Sl    @ 3260 ",3260.0,GOLD,2025-05-04T20:33:27+00:00,3230.0,3220.0,3210.0,3200.0
-1001552516320,SELL,SELL,"[20200.0, 20400.0]",limit,9747,"US100 SELL limit from 20200 and SELL limit from 20400
Tp1 @ 20000 1
Tp2 @ 19700 2
Tp3 @ 19400 3
Tp4 @ 19100 0
Sl    @ 20600 ",20600.0,US100,2025-05-04T20:33:27+00:00,20000.0,19700.0,19400.0,19100.0
-1001552516320,BUY,BUY,"[19400.0, 19200.0]",limit,9746,"US100 BUY limit from 19400 and BUY limit from 19200
Tp1 @ 19600 1
Tp2 @ 19900 2
Tp3 @ 20200 3
Tp4 @ 20500 4
Sl    @ 19000 ",19000.0,US100,2025-05-04T20:33:27+00:00,19600.0,19900.0,20200.0,20500.0
-1001552516320,SELL,SELL,"[23750.0, 23950.0]",limit,9745,"DAX 40 SELL limit from 23750 and SELL limit from 23950
Tp1 @ 23500 1
Tp2 @ 23200 2
Tp3 @ 22900 3
Tp4 @ 22600 0
Sl    @ 24200 ",24200.0,DAX 40,2025-05-04T20:33:27+00:00,23500.0,23200.0,22900.0,22600.0
-1001552516320,SELL,,['market'],market,9744,"NIKKEI SELL Now and SELL limit from 37400
Tp1 @ 37000 1
Tp2 @ 36700 2
Tp3 @ 36400 3
Tp4 @ 36100 0
Sl    @ 37600 ",37600.0,NIKKEI,2025-05-04T20:33:27+00:00,37000.0,36700.0,36400.0,36100.0
-1001552516320,BUY,BUY,"[36050.0, 35850.0]",limit,9743,"NIKKEI BUY limit from 36050 and BUY limit from 35850
Tp1 @ 36300 1
Tp2 @ 36600 2
Tp3 @ 36900 3
Tp4 @ 37200 4
Sl    @ 35600 ",35600.0,NIKKEI,2025-05-04T20:33:27+00:00,36300.0,36600.0,36900.0,37200.0
-1001552516320,BUY,BUY,"[57.8, 57.2]",limit,9742,"OIL BUY limit from 57.8 and BUY limit from 57.2
Tp1 @ 58.3 1
Tp2 @ 58.9 2
Tp3 @ 59.5 3
Tp4 @ 60.1 4
Sl    @ 56.6 ",56.6,OIL,2025-05-04T20:33:27+00:00,58.3,58.9,59.5,60.1
-1001552516320,SELL,SELL,"[0.895, 0.901]",limit,9741,"AUDCAD SELL limit from 0.895 and SELL limit from 0.901
Tp1 @ 0.890 1
Tp2 @ 0.884 2
Tp3 @ 0.878 3
Tp4 @ 0.872 0
Sl    @ 0.907 ",0.907,AUDCAD,2025-05-04T20:33:27+00:00,0.89,0.884,0.878,0.872
-1001552516320,BUY,BUY,"[0.873, 0.867]",limit,9740,"AUDCAD BUY limit from 0.873 and BUY limit from 0.867
Tp1 @ 0.878 1
Tp2 @ 0.884 2
Tp3 @ 0.890 3
Tp4 @ 0.896 4
Sl    @ 0.861 ",0.861,AUDCAD,2025-05-04T20:33:27+00:00,0.878,0.884,0.89,0.896
-1001552516320,BUY,BUY,"[0.53, 0.524]",limit,9739,"AUDCHF BUY limit from 0.530 and BUY limit from 0.524
Tp1 @ 0.535 1
Tp2 @ 0.541 2
Tp3 @ 0.547 3
Tp4 @ 0.553 4
Sl    @ 0.518 ",0.518,AUDCHF,2025-05-04T20:33:27+00:00,0.535,0.541,0.547,0.553
-1001552516320,SELL,SELL,"[0.551, 0.557]",limit,9738,"AUDCHF SELL limit from 0.551 and SELL limit from 0.557
Tp1 @ 0.546 1
Tp2 @ 0.540 2
Tp3 @ 0.534 3
Tp4 @ 0.528 0
Sl    @ 0.563 ",0.563,AUDCHF,2025-05-04T20:33:26+00:00,0.546,0.54,0.534,0.528
-1001552516320,SELL,SELL,"[1.087, 1.093]",limit,9737,"AUDNZD SELL limit from 1.087 and SELL limit from 1.093
Tp1 @ 1.082 1
Tp2 @ 1.076 2
Tp3 @ 1.070 3
Tp4 @ 1.064 0
Sl    @ 1.099 ",1.099,AUDNZD,2025-05-04T20:33:26+00:00,1.082,1.076,1.07,1.064
-1001552516320,SELL,SELL,"[0.649, 0.655]",limit,9736,"AUDUSD SELL limit from 0.649 and SELL limit from 0.655
Tp1 @ 0.644 1
Tp2 @ 0.638 2
Tp3 @ 0.632 3
Tp4 @ 0.626 0
Sl    @ 0.661 ",0.661,AUDUSD,2025-05-04T20:33:26+00:00,0.644,0.638,0.632,0.626
-1001552516320,BUY,BUY,"[0.626, 0.62]",limit,9735,"AUDUSD BUY limit from 0.626 and BUY limit from 0.620
Tp1 @ 0.631 1
Tp2 @ 0.637 2
Tp3 @ 0.643 3
Tp4 @ 0.649 4
Sl    @ 0.614 ",0.614,AUDUSD,2025-05-04T20:33:26+00:00,0.631,0.637,0.643,0.649
-1001552516320,BUY,BUY,"[0.578, 0.572]",limit,9734,"CADCHF BUY limit from 0.578 and BUY limit from 0.572
Tp1 @ 0.583 1
Tp2 @ 0.589 2
Tp3 @ 0.595 3
Tp4 @ 0.601 4
Sl    @ 0.566 ",0.566,CADCHF,2025-05-04T20:33:26+00:00,0.583,0.589,0.595,0.601
-1001552516320,SELL,SELL,"[105.4, 106.0]",limit,9733,"CADJPY SELL limit from 105.4 and SELL limit from 106.0
Tp1 @ 104.9 1
Tp2 @ 104.3 2
Tp3 @ 103.7 3
Tp4 @ 103.1 0
Sl    @ 106.6 ",106.6,CADJPY,2025-05-04T20:33:26+00:00,104.9,104.3,103.7,103.1
-1001552516320,BUY,BUY,"[102.7, 102.1]",limit,9732,"CADJPY BUY limit from 102.7 and BUY limit from 102.1
Tp1 @ 103.2 1
Tp2 @ 103.8 2
Tp3 @ 104.4 3
Tp4 @ 105.0 4
Sl    @ 101.5 ",101.5,CADJPY,2025-05-04T20:33:26+00:00,103.2,103.8,104.4,105.0
-1001552516320,SELL,SELL,"[176.2, 176.8]",limit,9731,"CHFJPY SELL limit from 176.2 and SELL limit from 176.8
Tp1 @ 175.7 1
Tp2 @ 175.1 2
Tp3 @ 174.5 3
Tp4 @ 173.9 0
Sl    @ 177.4 ",177.4,CHFJPY,2025-05-04T20:33:26+00:00,175.7,175.1,174.5,173.9
-1001552516320,SELL,SELL,"[1.762, 1.768]",limit,9730,"EURAUD SELL limit from 1.762 and SELL limit from 1.768
Tp1 @ 1.757 1
Tp2 @ 1.751 2
Tp3 @ 1.745 3
Tp4 @ 1.739 0
Sl    @ 1.774 ",1.774,EURAUD,2025-05-04T20:33:26+00:00,1.757,1.751,1.745,1.739
-1001552516320,BUY,BUY,"[0.842, 0.836]",limit,9729,"EURGBP BUY limit from 0.842 and BUY limit from 0.836
Tp1 @ 0.847 1
Tp2 @ 0.853 2
Tp3 @ 0.859 3
Tp4 @ 0.865 4
Sl    @ 0.830 ",0.83,EURGBP,2025-05-04T20:33:26+00:00,0.847,0.853,0.859,0.865
-1001552516320,SELL,SELL,"[0.868, 0.874]",limit,9728,"EURGBP SELL limit from 0.868 and SELL limit from 0.874
Tp1 @ 0.863 1
Tp2 @ 0.857 2
Tp3 @ 0.851 3
Tp4 @ 0.845 0
Sl    @ 0.880 ",0.88,EURGBP,2025-05-04T20:33:26+00:00,0.863,0.857,0.851,0.845
